Daily rainfall(in mm) trends for Darjiling from 18-Mar-2014 to 18-Mar-2024

Dates,NORMAL (mm) ,ACTUAL (mm) 
"25-Jun-2016",19.1,23.63
"26-Jun-2016",24.2,8.08
"27-Jun-2016",22.6,10.43
"28-Jun-2016",18.6,4.01
"29-Jun-2016",22.3,9.15
"30-Jun-2016",29,96.05
"01-Jul-2016",31,63.22
"02-Jul-2016",28.5,12.32
"03-Jul-2016",21.1,7.18
"04-Jul-2016",19.8,21.29
"05-Jul-2016",21.7,14.4
"06-Jul-2016",27.2,42.05
"07-Jul-2016",21.1,24.44
"08-Jul-2016",25.8,2.45
"09-Jul-2016",24.7,15.48
"10-Jul-2016",23.8,34.63
"11-Jul-2016",22.1,6.33
"12-Jul-2016",23.5,14.44
"13-Jul-2016",24.1,26.94
"14-Jul-2016",26,11.33
"15-Jul-2016",25.3,45.34
"16-Jul-2016",19.4,14.93
"17-Jul-2016",24.6,81.8
"18-Jul-2016",27.7,14.95
"19-Jul-2016",24.1,86.42
"20-Jul-2016",22.4,77.13
"21-Jul-2016",26.8,48.46
"22-Jul-2016",28.7,93.83
"23-Jul-2016",20.8,102.26
"24-Jul-2016",25.7,189.43
"25-Jul-2016",28.9,77.64
"26-Jul-2016",26.4,92.88
"27-Jul-2016",22.2,30.38
"28-Jul-2016",32.7,2.04
"29-Jul-2016",20.7,21.59
"30-Jul-2016",24.3,52.13
"31-Jul-2016",25.2,1.29
"01-Aug-2016",21.1,2.39
"02-Aug-2016",14.6,6.65
"03-Aug-2016",18.6,7.47
"04-Aug-2016",15,0.7
"05-Aug-2016",16,3.53
"06-Aug-2016",11.9,6.14
"07-Aug-2016",20,6.64
"08-Aug-2016",19.8,7.19
"09-Aug-2016",19.5,0.79
"10-Aug-2016",18.4,17.1
"11-Aug-2016",22.7,28.9
"12-Aug-2016",22.6,7.95
"13-Aug-2016",15.2,4.31
"14-Aug-2016",20.5,4.77
"15-Aug-2016",17.1,0.82
"16-Aug-2016",16.6,4.62
"17-Aug-2016",22,24.2
"18-Aug-2016",17.6,21.76
"19-Aug-2016",17.8,5.39
"20-Aug-2016",20.3,0.52
"21-Aug-2016",19.8,0.08
"22-Aug-2016",14.7,70.39
"23-Aug-2016",18.2,0.31
"24-Aug-2016",21,0.17
"25-Aug-2016",23.3,0.04
"26-Aug-2016",20.5,23.85
"27-Aug-2016",18.2,0.1
"28-Aug-2016",14.6,0.44
"29-Aug-2016",11.6,18.54
"30-Aug-2016",14.2,16.05
"31-Aug-2016",12.1,37.96
"01-Sep-2016",14.4,41.99
"02-Sep-2016",16.3,13.54
"03-Sep-2016",16.6,65.93
"04-Sep-2016",17.1,3.89
"05-Sep-2016",19.2,11.92
"06-Sep-2016",24,10.86
"07-Sep-2016",17.1,20.14
"08-Sep-2016",14.7,45.58
"09-Sep-2016",10.7,19.37
"10-Sep-2016",14.4,33.1
"11-Sep-2016",19.5,28.28
"12-Sep-2016",14.9,23.87
"13-Sep-2016",14.1,0.28
"14-Sep-2016",15.5,0.05
"15-Sep-2016",17.3,3.67
"16-Sep-2016",16.8,6.8
"17-Sep-2016",12.8,20.39
"18-Sep-2016",12.7,26.22
"19-Sep-2016",16.5,38.02
"20-Sep-2016",11.4,76.36
"21-Sep-2016",8.1,48.84
"22-Sep-2016",8.1,4.53
"23-Sep-2016",15.7,42.1
"24-Sep-2016",8.6,9.26
"25-Sep-2016",8.3,54.85
"26-Sep-2016",10.8,30.29
"27-Sep-2016",12.7,1.59
"28-Sep-2016",13.9,0.71
"29-Sep-2016",12.6,0.33
"30-Sep-2016",9.4,12.33
"01-Oct-2016",12.1,1.5
"02-Oct-2016",9.5,4.01
"03-Oct-2016",7.9,0.09
"04-Oct-2016",10.7,6.67
"05-Oct-2016",16.4,0.08
"06-Oct-2016",4.3,1.28
"07-Oct-2016",5.1,7.92
"08-Oct-2016",2.3,42.4
"09-Oct-2016",3.1,2.48
"10-Oct-2016",4.8,5.68
"11-Oct-2016",2.8,17.11
"12-Oct-2016",3.8,77.91
"13-Oct-2016",5.6,38.2
"14-Oct-2016",3.4,57.84
"15-Oct-2016",4.1,0.23
"16-Oct-2016",1.3,0
"17-Oct-2016",3.2,0
"18-Oct-2016",6.1,0
"19-Oct-2016",3.4,0
"20-Oct-2016",2,0
"21-Oct-2016",1.5,0
"22-Oct-2016",3,0
"23-Oct-2016",1.8,0
"24-Oct-2016",2.4,0
"25-Oct-2016",0.8,0
"26-Oct-2016",1,0
"27-Oct-2016",0.8,0
"28-Oct-2016",0.2,0
"29-Oct-2016",0,0
"30-Oct-2016",0.8,0
"31-Oct-2016",1.1,0
"01-Nov-2016",0.8,0
"02-Nov-2016",0.5,0
"03-Nov-2016",0.9,0
"04-Nov-2016",0.9,0
"05-Nov-2016",0.7,0
"06-Nov-2016",0.2,0
"07-Nov-2016",0.7,0
"08-Nov-2016",0.2,0
"09-Nov-2016",0.2,0
"10-Nov-2016",0.1,0
"11-Nov-2016",0.2,0
"12-Nov-2016",0.4,0
"13-Nov-2016",0.1,0
"14-Nov-2016",0.2,0
"15-Nov-2016",0.4,0
"16-Nov-2016",0.1,0
"17-Nov-2016",0,0
"18-Nov-2016",0.2,0
"19-Nov-2016",0.1,0
"20-Nov-2016",0.2,0
"21-Nov-2016",0.4,0
"22-Nov-2016",0.3,0
"23-Nov-2016",0.1,0
"24-Nov-2016",0,0
"25-Nov-2016",0,0
"26-Nov-2016",0.2,0
"27-Nov-2016",0.2,0
"28-Nov-2016",0.3,0
"29-Nov-2016",0.5,0
"30-Nov-2016",0.8,0
"01-Dec-2016",0.6,0
"02-Dec-2016",0.2,0.04
"03-Dec-2016",0.3,0.41
"04-Dec-2016",0,0
"05-Dec-2016",0.1,0
"06-Dec-2016",0.2,0
"07-Dec-2016",0,0
"08-Dec-2016",0,0
"09-Dec-2016",0.1,0
"10-Dec-2016",0,0
"11-Dec-2016",0.1,0
"12-Dec-2016",0.2,0
"13-Dec-2016",0,0
"14-Dec-2016",0,0
"15-Dec-2016",0.1,0
"16-Dec-2016",0,0
"17-Dec-2016",0,0
"18-Dec-2016",0.2,0
"19-Dec-2016",0.2,0
"20-Dec-2016",0,0
"21-Dec-2016",0,0
"22-Dec-2016",0,0
"23-Dec-2016",0,0
"24-Dec-2016",0,0
"25-Dec-2016",0,0
"26-Dec-2016",0.1,0
"27-Dec-2016",0.5,0
"28-Dec-2016",0.4,0
"29-Dec-2016",0.1,0
"30-Dec-2016",0,0
"31-Dec-2016",0.2,0
"01-Jan-2017",0,0
"02-Jan-2017",0.2,0
"03-Jan-2017",0.4,0.12
"04-Jan-2017",0.7,0.6
"05-Jan-2017",1.2,0
"06-Jan-2017",0.1,0.55
"07-Jan-2017",0.5,0
"08-Jan-2017",0.3,0
"09-Jan-2017",1.8,0
"10-Jan-2017",1.5,0
"11-Jan-2017",0,0.02
"12-Jan-2017",0.1,1.3
"13-Jan-2017",0.2,0
"14-Jan-2017",0,0
"15-Jan-2017",0.5,0
"16-Jan-2017",0.5,0
"17-Jan-2017",0.4,0
"18-Jan-2017",0.3,0
"19-Jan-2017",0.6,0
"20-Jan-2017",0.2,0
"21-Jan-2017",0.4,0
"22-Jan-2017",0.6,0
"23-Jan-2017",0.7,0
"24-Jan-2017",0.4,0
"25-Jan-2017",0.5,0
"26-Jan-2017",0.1,0
"27-Jan-2017",0.8,0
"28-Jan-2017",0.5,1.75
"29-Jan-2017",1.5,0
"30-Jan-2017",1,0
"31-Jan-2017",0.9,0
"01-Feb-2017",0.1,0
"02-Feb-2017",0.5,0
"03-Feb-2017",0.2,0
"04-Feb-2017",0.5,0
"05-Feb-2017",0.6,0
"06-Feb-2017",1.4,0
"07-Feb-2017",0.4,0
"08-Feb-2017",0.7,0
"09-Feb-2017",0.7,0
"10-Feb-2017",0.4,0
"11-Feb-2017",0.1,0
"12-Feb-2017",0.1,0
"13-Feb-2017",0.1,0
"14-Feb-2017",1,0
"15-Feb-2017",0.6,0
"16-Feb-2017",0.2,0
"17-Feb-2017",0.6,0
"18-Feb-2017",0.2,0
"19-Feb-2017",0.5,0
"20-Feb-2017",1.4,0.19
"21-Feb-2017",0.4,0.87
"22-Feb-2017",0.2,0.01
"23-Feb-2017",0.7,1.69
"24-Feb-2017",0.5,0
"25-Feb-2017",0.5,0.12
"26-Feb-2017",0.4,0
"27-Feb-2017",0.2,6.13
"28-Feb-2017",0.8,0.12
"01-Mar-2017",0.2,0
"02-Mar-2017",0.3,0.14
"03-Mar-2017",0.8,0.13
"04-Mar-2017",0.6,0.19
"05-Mar-2017",0.2,0
"06-Mar-2017",0.8,0
"07-Mar-2017",2.2,0
"08-Mar-2017",1.2,0
"09-Mar-2017",0.8,0
"10-Mar-2017",0.6,5.09
"11-Mar-2017",0.6,19.91
"12-Mar-2017",1.4,8.84
"13-Mar-2017",0.8,0
"14-Mar-2017",0.7,0
"15-Mar-2017",0.6,0.11
"16-Mar-2017",0.8,0
"17-Mar-2017",2.8,0.11
"18-Mar-2017",0.9,5.81
"19-Mar-2017",1.3,2.19
"20-Mar-2017",1.4,1.82
"21-Mar-2017",2,7.34
"22-Mar-2017",1,0
"23-Mar-2017",2,0.42
"24-Mar-2017",1.9,0
"25-Mar-2017",2.5,24.62
"26-Mar-2017",1.6,1.82
"27-Mar-2017",1.9,0
"28-Mar-2017",2.3,2.72
"29-Mar-2017",0.7,1.07
"30-Mar-2017",1.5,3.52
"31-Mar-2017",3.3,0.39
"01-Apr-2017",1,25.97
"02-Apr-2017",1.5,13.28
"03-Apr-2017",2,0.46
"04-Apr-2017",1.1,18.12
"05-Apr-2017",0.7,0.2
"06-Apr-2017",1.2,1.46
"07-Apr-2017",1,0.01
"08-Apr-2017",2.3,0.01
"09-Apr-2017",1.3,0
"10-Apr-2017",2.4,5.26
"11-Apr-2017",2,0
"12-Apr-2017",1.3,0
"13-Apr-2017",4,0
"14-Apr-2017",2.2,0
"15-Apr-2017",2.3,1.82
"16-Apr-2017",2.4,4.06
"17-Apr-2017",2.3,0
"18-Apr-2017",4.1,0
"19-Apr-2017",3.9,2.74
"20-Apr-2017",2.9,5.24
"21-Apr-2017",3.5,1.13
"22-Apr-2017",3.4,22.64
"23-Apr-2017",3.4,9.97
"24-Apr-2017",2.5,5.78
"25-Apr-2017",3.1,16.36
"26-Apr-2017",3.5,1.75
"27-Apr-2017",4.7,0.01
"28-Apr-2017",4.4,0
"29-Apr-2017",5.2,3.39
"30-Apr-2017",6.8,15.03
"01-May-2017",5.7,15.28
"02-May-2017",6.8,12.47
"03-May-2017",5.8,5.5
"04-May-2017",7.1,8.94
"05-May-2017",5.9,6.62
"06-May-2017",2.7,11.26
"07-May-2017",4.1,22.28
"08-May-2017",6,0
"09-May-2017",6,29.97
"10-May-2017",4.2,16.23
"11-May-2017",5.7,0.48
"12-May-2017",7.5,5.6
"13-May-2017",6.9,4.17
"14-May-2017",7.2,28.68
"15-May-2017",6.5,19.74
"16-May-2017",5.3,1.72
"17-May-2017",5.6,1.94
"18-May-2017",4.2,2.09
"19-May-2017",4.6,27.42
"20-May-2017",7.1,14.37
"21-May-2017",4.9,16.24
"22-May-2017",7,3.79
"23-May-2017",4.7,4.57
"24-May-2017",5.9,2.11
"25-May-2017",6.5,6.62
"26-May-2017",6.8,2.15
"27-May-2017",8.6,9.48
"28-May-2017",10.4,6.06
"29-May-2017",7.1,0
"30-May-2017",4.3,0.16
"31-May-2017",7.1,11.3
"01-Jun-2017",11,1.7
"02-Jun-2017",7.8,79.17
"03-Jun-2017",10.1,22.81
"04-Jun-2017",8,0.37
"05-Jun-2017",12.8,17.55
"06-Jun-2017",9.3,34.76
"07-Jun-2017",12.9,0.01
"08-Jun-2017",10.5,0.15
"09-Jun-2017",15.2,0.02
"10-Jun-2017",14.1,17.32
"11-Jun-2017",14.3,0.11
"12-Jun-2017",21.8,15.11
"13-Jun-2017",21.9,21.41
"14-Jun-2017",13.5,29.65
"15-Jun-2017",16.3,2.39
"16-Jun-2017",16.4,0.1
"17-Jun-2017",19.5,4.45
"18-Jun-2017",20.2,49.42
"19-Jun-2017",19,63.3
"20-Jun-2017",16.6,90.09
"21-Jun-2017",17.9,7.06
"22-Jun-2017",18.5,43.56
"23-Jun-2017",19.4,11.78
"24-Jun-2017",24.7,4.13
"25-Jun-2017",19.1,5.48
"26-Jun-2017",24.2,21.05
"27-Jun-2017",22.6,6.19
"28-Jun-2017",18.6,41.87
"29-Jun-2017",22.3,27.88
"30-Jun-2017",29,41.55
"01-Jul-2017",31,34.55
"02-Jul-2017",28.5,36.81
"03-Jul-2017",21.1,31.03
"04-Jul-2017",19.8,8.81
"05-Jul-2017",21.7,22.9
"06-Jul-2017",27.2,50.95
"07-Jul-2017",21.1,12.92
"08-Jul-2017",25.8,15.96
"09-Jul-2017",24.7,103.88
"10-Jul-2017",23.8,101.05
"11-Jul-2017",22.1,15.87
"12-Jul-2017",23.5,15.87
"13-Jul-2017",24.1,0.5
"14-Jul-2017",26,16.92
"15-Jul-2017",25.3,18.93
"16-Jul-2017",19.4,29.88
"17-Jul-2017",24.6,8.5
"18-Jul-2017",27.7,1.95
"19-Jul-2017",24.1,10.18
"20-Jul-2017",22.4,2.88
"21-Jul-2017",26.8,19.92
"22-Jul-2017",28.7,5.5
"23-Jul-2017",20.8,11.5
"24-Jul-2017",25.7,38.46
"25-Jul-2017",28.9,4.37
"26-Jul-2017",26.4,24.45
"27-Jul-2017",22.2,7.8
"28-Jul-2017",32.7,12.34
"29-Jul-2017",20.7,20.28
"30-Jul-2017",24.3,25.94
"31-Jul-2017",25.2,6.02
"01-Aug-2017",21.1,2.37
"02-Aug-2017",14.6,42.13
"03-Aug-2017",18.6,43.18
"04-Aug-2017",15,11.8
"05-Aug-2017",16,4.22
"06-Aug-2017",11.9,9.33
"07-Aug-2017",20,28.32
"08-Aug-2017",19.8,60.07
"09-Aug-2017",19.5,6.09
"10-Aug-2017",18.4,50.79
"11-Aug-2017",22.7,95.91
"12-Aug-2017",22.6,152.11
"13-Aug-2017",15.2,68.3
"14-Aug-2017",20.5,12.3
"15-Aug-2017",17.1,34.26
"16-Aug-2017",16.6,27.76
"17-Aug-2017",22,4.52
"18-Aug-2017",17.6,2.73
"19-Aug-2017",17.8,12.48
"20-Aug-2017",20.3,25.04
"21-Aug-2017",19.8,0.95
"22-Aug-2017",14.7,30.43
"23-Aug-2017",18.2,1.04
"24-Aug-2017",21,0.08
"25-Aug-2017",23.3,3.6
"26-Aug-2017",20.5,32.47
"27-Aug-2017",18.2,18.18
"28-Aug-2017",14.6,4.42
"29-Aug-2017",11.6,9.11
"30-Aug-2017",14.2,15.49
"31-Aug-2017",12.1,78.44
"01-Sep-2017",14.4,1.48
"02-Sep-2017",16.3,29.74
"03-Sep-2017",16.6,15.89
"04-Sep-2017",17.1,26.28
"05-Sep-2017",19.2,77.35
"06-Sep-2017",24,25.6
"07-Sep-2017",17.1,26.64
"08-Sep-2017",14.7,9.51
"09-Sep-2017",10.7,13.94
"10-Sep-2017",14.4,37.7
"11-Sep-2017",19.5,29.18
"12-Sep-2017",14.9,12.55
"13-Sep-2017",14.1,13.25
"14-Sep-2017",15.5,25.04
"15-Sep-2017",17.3,2.93
"16-Sep-2017",16.8,0
"17-Sep-2017",12.8,0.07
"18-Sep-2017",12.7,32.63
"19-Sep-2017",16.5,0.17
"20-Sep-2017",11.4,11.67
"21-Sep-2017",8.1,65.32
"22-Sep-2017",8.1,3.31
"23-Sep-2017",15.7,13.15
"24-Sep-2017",8.6,44.76
"25-Sep-2017",8.3,45.96
"26-Sep-2017",10.8,15.39
"27-Sep-2017",12.7,1.37
"28-Sep-2017",13.9,0.68
"29-Sep-2017",12.6,14.13
"30-Sep-2017",9.4,6.6
"01-Oct-2017",12.1,13.35
"02-Oct-2017",9.5,9.26
"03-Oct-2017",7.9,14.37
"04-Oct-2017",10.7,0
"05-Oct-2017",16.4,0
"06-Oct-2017",4.3,0.02
"07-Oct-2017",5.1,0
"08-Oct-2017",2.3,3.11
"09-Oct-2017",3.1,1.26
"10-Oct-2017",4.8,3.51
"11-Oct-2017",2.8,0.8
"12-Oct-2017",3.8,0
"13-Oct-2017",5.6,1.02
"14-Oct-2017",3.4,24.45
"15-Oct-2017",4.1,0.03
"16-Oct-2017",1.3,0.07
"17-Oct-2017",3.2,0
"18-Oct-2017",6.1,0
"19-Oct-2017",3.4,0
"20-Oct-2017",2,0
"21-Oct-2017",1.5,7.48
"22-Oct-2017",3,0.2
"23-Oct-2017",1.8,1.13
"24-Oct-2017",2.4,4.03
"25-Oct-2017",0.8,3.58
"26-Oct-2017",1,5.68
"27-Oct-2017",0.8,2.67
"28-Oct-2017",0.2,0
"29-Oct-2017",0,0
"30-Oct-2017",0.8,0.08
"31-Oct-2017",1.1,0.78
"01-Nov-2017",0.8,0
"02-Nov-2017",0.5,0
"03-Nov-2017",0.9,0
"04-Nov-2017",0.9,0
"05-Nov-2017",0.7,0
"06-Nov-2017",0.2,0
"07-Nov-2017",0.7,0
"08-Nov-2017",0.2,0
"09-Nov-2017",0.2,0
"10-Nov-2017",0.1,0
"11-Nov-2017",0.2,0
"12-Nov-2017",0.4,0
"13-Nov-2017",0.1,0
"14-Nov-2017",0.2,0
"15-Nov-2017",0.4,0
"16-Nov-2017",0.1,0
"17-Nov-2017",0,0
"18-Nov-2017",0.2,0
"19-Nov-2017",0.1,0
"20-Nov-2017",0.2,0
"21-Nov-2017",0.4,0
"22-Nov-2017",0.3,0
"23-Nov-2017",0.1,0
"24-Nov-2017",0,0
"25-Nov-2017",0,0
"26-Nov-2017",0.2,0
"27-Nov-2017",0.2,0
"28-Nov-2017",0.3,1.22
"29-Nov-2017",0.5,4.97
"30-Nov-2017",0.8,0.08
"01-Dec-2017",0.6,0
"02-Dec-2017",0.2,0
"03-Dec-2017",0.3,0
"04-Dec-2017",0,0
"05-Dec-2017",0.1,0
"06-Dec-2017",0.2,0
"07-Dec-2017",0,0
"08-Dec-2017",0,0
"09-Dec-2017",0.1,0
"10-Dec-2017",0,0
"11-Dec-2017",0.1,0
"12-Dec-2017",0.2,0
"13-Dec-2017",0,0
"14-Dec-2017",0,0
"15-Dec-2017",0.1,0
"16-Dec-2017",0,0
"17-Dec-2017",0,0
"18-Dec-2017",0.2,0
"19-Dec-2017",0.2,0
"20-Dec-2017",0,0
"21-Dec-2017",0,0
"22-Dec-2017",0,0
"23-Dec-2017",0,0
"24-Dec-2017",0,0
"25-Dec-2017",0,0
"26-Dec-2017",0.1,0
"27-Dec-2017",0.5,0
"28-Dec-2017",0.4,0
"29-Dec-2017",0.1,0
"30-Dec-2017",0,0
"31-Dec-2017",0.2,0
"01-Jan-2018",0,0
"02-Jan-2018",0.2,0
"03-Jan-2018",0.4,0
"04-Jan-2018",0.7,0
"05-Jan-2018",1.2,0
"06-Jan-2018",0.1,0
"07-Jan-2018",0.5,0
"08-Jan-2018",0.3,0
"09-Jan-2018",1.8,0
"10-Jan-2018",1.5,0
"11-Jan-2018",0,0
"12-Jan-2018",0.1,0
"13-Jan-2018",0.2,0
"14-Jan-2018",0,0
"15-Jan-2018",0.5,0
"16-Jan-2018",0.5,0
"17-Jan-2018",0.4,0
"18-Jan-2018",0.3,0
"19-Jan-2018",0.6,0
"20-Jan-2018",0.2,0
"21-Jan-2018",0.4,0
"22-Jan-2018",0.6,0
"23-Jan-2018",0.7,0
"24-Jan-2018",0.4,0
"25-Jan-2018",0.5,0.19
"26-Jan-2018",0.1,0
"27-Jan-2018",0.8,0.1
"28-Jan-2018",0.5,0.04
"29-Jan-2018",1.5,0
"30-Jan-2018",1,0
"31-Jan-2018",0.9,0.01
"01-Feb-2018",0.1,0
"02-Feb-2018",0.5,0
"03-Feb-2018",0.2,0
"04-Feb-2018",0.5,0
"05-Feb-2018",0.6,0
"06-Feb-2018",1.4,0
"07-Feb-2018",0.4,0
"08-Feb-2018",0.7,0
"09-Feb-2018",0.7,0
"10-Feb-2018",0.4,0
"11-Feb-2018",0.1,0
"12-Feb-2018",0.1,0
"13-Feb-2018",0.1,0
"14-Feb-2018",1,0
"15-Feb-2018",0.6,7.17
"16-Feb-2018",0.2,0
"17-Feb-2018",0.6,0
"18-Feb-2018",0.2,0
"19-Feb-2018",0.5,0.04
"20-Feb-2018",1.4,0.01
"21-Feb-2018",0.4,0
"22-Feb-2018",0.2,0.01
"23-Feb-2018",0.7,1.24
"24-Feb-2018",0.5,0.22
"25-Feb-2018",0.5,0
"26-Feb-2018",0.4,0.38
"27-Feb-2018",0.2,0.89
"28-Feb-2018",0.8,0.01
"01-Mar-2018",0.2,0
"02-Mar-2018",0.3,12.69
"03-Mar-2018",0.8,8.78
"04-Mar-2018",0.6,0
"05-Mar-2018",0.2,0
"06-Mar-2018",0.8,2.05
"07-Mar-2018",2.2,0.4
"08-Mar-2018",1.2,0
"09-Mar-2018",0.8,0.03
"10-Mar-2018",0.6,4.07
"11-Mar-2018",0.6,3.74
"12-Mar-2018",1.4,3.04
"13-Mar-2018",0.8,11.22
"14-Mar-2018",0.7,0
"15-Mar-2018",0.6,0
"16-Mar-2018",0.8,0.06
"17-Mar-2018",2.8,0.02
"18-Mar-2018",0.9,0.16
"19-Mar-2018",1.3,0
"20-Mar-2018",1.4,0
"21-Mar-2018",2,0
"22-Mar-2018",1,0
"23-Mar-2018",2,2.46
"24-Mar-2018",1.9,0.49
"25-Mar-2018",2.5,0
"26-Mar-2018",1.6,0.08
"27-Mar-2018",1.9,1.9
"28-Mar-2018",2.3,0
"29-Mar-2018",0.7,0.09
"30-Mar-2018",1.5,6.94
"31-Mar-2018",3.3,1.48
"01-Apr-2018",1,0.35
"02-Apr-2018",1.5,0
"03-Apr-2018",2,0
"04-Apr-2018",1.1,0.1
"05-Apr-2018",0.7,0.69
"06-Apr-2018",1.2,2.46
"07-Apr-2018",1,1.72
"08-Apr-2018",2.3,6.45
"09-Apr-2018",1.3,11.65
"10-Apr-2018",2.4,4.91
"11-Apr-2018",2,8.72
"12-Apr-2018",1.3,20.48
"13-Apr-2018",4,20.51
"14-Apr-2018",2.2,6.39
"15-Apr-2018",2.3,2.45
"16-Apr-2018",2.4,1.14
"17-Apr-2018",2.3,0.75
"18-Apr-2018",4.1,2.87
"19-Apr-2018",3.9,1.85
"20-Apr-2018",2.9,1.74
"21-Apr-2018",3.5,2.12
"22-Apr-2018",3.4,21.53
"23-Apr-2018",3.4,2.51
"24-Apr-2018",2.5,3.37
"25-Apr-2018",3.1,2.65
"26-Apr-2018",3.5,3.35
"27-Apr-2018",4.7,0.05
"28-Apr-2018",4.4,0.16
"29-Apr-2018",5.2,0.32
"30-Apr-2018",6.8,13.62
"01-May-2018",5.7,2.4
"02-May-2018",6.8,8.21
"03-May-2018",5.8,2.41
"04-May-2018",7.1,11
"05-May-2018",5.9,1.06
"06-May-2018",2.7,16.46
"07-May-2018",4.1,1.66
"08-May-2018",6,1.17
"09-May-2018",6,9.86
"10-May-2018",4.2,3.58
"11-May-2018",5.7,20.57
"12-May-2018",7.5,0
"13-May-2018",6.9,0.12
"14-May-2018",7.2,13.86
"15-May-2018",6.5,15.33
"16-May-2018",5.3,12.19
"17-May-2018",5.6,13.67
"18-May-2018",4.2,0.51
"19-May-2018",4.6,7.85
"20-May-2018",7.1,0.4
"21-May-2018",4.9,16.42
"22-May-2018",7,1.69
"23-May-2018",4.7,66.42
"24-May-2018",5.9,92.59
"25-May-2018",6.5,11.93
"26-May-2018",6.8,17.04
"27-May-2018",8.6,9.07
"28-May-2018",10.4,5.91
"29-May-2018",7.1,23
"30-May-2018",4.3,0.32
"31-May-2018",7.1,1.42
"01-Jun-2018",11,39.85
"02-Jun-2018",7.8,0.89
"03-Jun-2018",10.1,13.13
"04-Jun-2018",8,3.64
"05-Jun-2018",12.8,0.78
"06-Jun-2018",9.3,0.98
"07-Jun-2018",12.9,9.49
"08-Jun-2018",10.5,18.43
"09-Jun-2018",15.2,10.21
"10-Jun-2018",14.1,0.09
"11-Jun-2018",14.3,7.49
"12-Jun-2018",21.8,28.34
"13-Jun-2018",21.9,5.14
"14-Jun-2018",13.5,41.48
"15-Jun-2018",16.3,7.54
"16-Jun-2018",16.4,31
"17-Jun-2018",19.5,87.23
"18-Jun-2018",20.2,6.61
"19-Jun-2018",19,0.22
"20-Jun-2018",16.6,18.03
"21-Jun-2018",17.9,38.06
"22-Jun-2018",18.5,23.11
"23-Jun-2018",19.4,77.21
"24-Jun-2018",24.7,15.55
"25-Jun-2018",19.1,34.91
"26-Jun-2018",24.2,21.34
"27-Jun-2018",22.6,4.13
"28-Jun-2018",18.6,2.2
"29-Jun-2018",22.3,37.58
"30-Jun-2018",29,11.3
"01-Jul-2018",31,80.37
"02-Jul-2018",28.5,12.18
"03-Jul-2018",21.1,29.3
"04-Jul-2018",19.8,117.87
"05-Jul-2018",21.7,115.49
"06-Jul-2018",27.2,4.23
"07-Jul-2018",21.1,10.19
"08-Jul-2018",25.8,8.41
"09-Jul-2018",24.7,21.73
"10-Jul-2018",23.8,24.27
"11-Jul-2018",22.1,28.68
"12-Jul-2018",23.5,6.9
"13-Jul-2018",24.1,21.24
"14-Jul-2018",26,2.29
"15-Jul-2018",25.3,11.36
"16-Jul-2018",19.4,0.9
"17-Jul-2018",24.6,0.4
"18-Jul-2018",27.7,11.79
"19-Jul-2018",24.1,0.36
"20-Jul-2018",22.4,0.55
"21-Jul-2018",26.8,6.39
"22-Jul-2018",28.7,14.55
"23-Jul-2018",20.8,9.11
"24-Jul-2018",25.7,11.58
"25-Jul-2018",28.9,14.7
"26-Jul-2018",26.4,18.52
"27-Jul-2018",22.2,2.5
"28-Jul-2018",32.7,10.54
"29-Jul-2018",20.7,43.44
"30-Jul-2018",24.3,14.31
"31-Jul-2018",25.2,44.07
"01-Aug-2018",21.1,53.76
"02-Aug-2018",14.6,21.88
"03-Aug-2018",18.6,16.64
"04-Aug-2018",15,7.75
"05-Aug-2018",16,12.9
"06-Aug-2018",11.9,21.7
"07-Aug-2018",20,10.62
"08-Aug-2018",19.8,11.83
"09-Aug-2018",19.5,2.1
"10-Aug-2018",18.4,57.48
"11-Aug-2018",22.7,33.55
"12-Aug-2018",22.6,17.46
"13-Aug-2018",15.2,35.4
"14-Aug-2018",20.5,6.79
"15-Aug-2018",17.1,8.3
"16-Aug-2018",16.6,15.64
"17-Aug-2018",22,0.59
"18-Aug-2018",17.6,0.84
"19-Aug-2018",17.8,0.19
"20-Aug-2018",20.3,28.91
"21-Aug-2018",19.8,8.21
"22-Aug-2018",14.7,63.45
"23-Aug-2018",18.2,80.44
"24-Aug-2018",21,14.11
"25-Aug-2018",23.3,17
"26-Aug-2018",20.5,14.94
"27-Aug-2018",18.2,9.4
"28-Aug-2018",14.6,30.35
"29-Aug-2018",11.6,3.69
"30-Aug-2018",14.2,29.8
"31-Aug-2018",12.1,11.57
"01-Sep-2018",14.4,12.38
"02-Sep-2018",16.3,89.13
"03-Sep-2018",16.6,15.19
"04-Sep-2018",17.1,3.94
"05-Sep-2018",19.2,4.26
"06-Sep-2018",24,10.04
"07-Sep-2018",17.1,30.32
"08-Sep-2018",14.7,1.59
"09-Sep-2018",10.7,18.44
"10-Sep-2018",14.4,230.43
"11-Sep-2018",19.5,46.02
"12-Sep-2018",14.9,24.52
"13-Sep-2018",14.1,22.94
"14-Sep-2018",15.5,45.01
"15-Sep-2018",17.3,44.54
"16-Sep-2018",16.8,4.21
"17-Sep-2018",12.8,0.06
"18-Sep-2018",12.7,0
"19-Sep-2018",16.5,0
"20-Sep-2018",11.4,0.09
"21-Sep-2018",8.1,26.68
"22-Sep-2018",8.1,1.87
"23-Sep-2018",15.7,2.36
"24-Sep-2018",8.6,57.47
"25-Sep-2018",8.3,68.1
